,implementation,R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,accuracy,elapse,country,fromsearch,gender,age,Strength
2082,2,1,1,1,1,2,1,1,1,5,5,5,1,5,5,5,5,3,4,4,4,3,5,1,4,2,5,2,2,2,3,4,2,4,3,1,2,4,3,1,4,4,3,3,2,4,2,1,1,90,107,US,0,-1,-1,I
2083,2,1,2,1,2,2,3,2,3,1,2,1,3,2,2,1,2,4,5,4,5,5,5,4,5,4,2,2,1,3,1,3,2,3,2,2,3,2,1,4,2,2,2,1,2,3,2,1,2,80,198,CA,0,-1,-1,A
2085,2,4,5,1,3,1,1,1,1,1,5,4,3,3,4,1,3,5,5,4,5,5,5,4,5,1,5,3,5,5,5,5,5,2,5,1,4,3,4,3,5,1,5,2,2,1,1,1,2,100,300,US,0,-1,-1,A
2086,2,2,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,4,4,3,2,3,2,3,1,1,1,2,2,2,1,4,4,1,3,1,1,4,2,4,3,2,3,2,2,4,60,340,US,0,-1,-1,C
2087,2,4,4,3,5,4,5,4,2,5,2,2,5,4,4,3,5,1,2,5,2,2,3,5,3,4,5,5,3,5,4,4,3,4,4,4,2,5,5,5,4,4,5,5,4,5,4,4,4,100,245,US,1,-1,-1,C
2088,2,2,1,2,2,1,2,2,1,4,4,3,4,4,2,3,2,3,4,4,4,5,4,3,2,4,4,4,3,4,5,4,3,3,2,3,3,3,2,2,4,4,3,3,3,3,2,3,3,90,125,US,0,-1,-1,S
2089,2,1,2,2,1,1,2,1,2,4,4,4,4,3,3,1,4,2,4,5,5,4,5,2,4,5,5,4,4,3,5,4,2,1,1,2,3,5,1,4,1,1,1,1,1,3,3,1,1,90,399,US,0,-1,-1,S
2090,2,3,1,1,1,1,1,1,1,4,4,3,1,2,3,2,2,3,4,4,2,4,3,5,3,2,4,4,1,2,3,3,4,2,4,4,1,3,4,2,4,2,2,2,2,1,2,2,2,80,284,AU,0,-1,-1,A
2091,2,2,2,1,1,1,1,2,2,3,4,3,2,2,2,2,2,2,3,2,4,5,2,2,2,4,3,4,4,4,3,3,3,4,2,4,2,3,3,4,3,1,1,1,1,2,2,2,2,80,215,US,1,-1,-1,S
2092,2,1,4,1,1,1,3,1,3,5,5,5,5,5,4,4,4,5,2,2,5,3,5,4,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,98,127,US,0,-1,-1,I
2093,2,5,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,3,4,4,4,2,3,3,4,4,3,2,3,3,4,4,2,4,4,2,4,4,4,3,3,4,5,3,2,1,3,3,1,95,170,US,0,-1,-1,E
2094,2,2,3,1,2,1,2,2,2,4,4,4,2,3,3,3,2,3,5,4,2,3,3,2,5,5,3,3,2,4,3,2,4,2,4,3,2,4,4,4,2,2,2,3,3,2,2,2,2,65,136,US,0,-1,-1,A
2097,2,3,4,1,1,2,4,1,4,4,4,4,4,3,3,3,2,2,2,3,1,3,2,1,3,4,3,4,2,5,3,2,3,1,2,4,4,5,2,2,4,1,2,1,4,4,1,2,2,80,245,US,0,-1,-1,I
2098,2,1,1,2,2,1,2,2,2,4,3,2,2,1,3,1,2,1,1,3,1,1,1,1,2,3,4,4,3,5,5,5,4,1,2,3,4,2,4,2,4,1,2,2,3,1,3,2,3,100,164,US,0,-1,-1,S
2099,2,2,4,2,4,2,5,3,4,5,5,4,5,5,5,3,5,1,5,5,4,5,4,4,5,5,4,2,4,4,4,4,3,1,2,4,3,5,3,3,4,2,1,4,4,4,4,2,4,100,559,US,0,-1,-1,I
2100,2,4,4,1,4,1,4,2,4,4,5,5,2,4,4,4,4,2,3,2,4,5,5,4,4,2,4,1,2,2,3,4,1,1,2,2,2,1,2,1,3,2,4,2,2,2,2,1,2,80,188,US,0,-1,-1,I
2101,2,3,1,1,3,2,2,2,2,4,3,2,3,1,3,1,2,1,2,5,3,1,3,4,4,1,2,4,4,4,4,3,4,2,2,4,4,2,4,3,2,3,1,4,3,1,2,3,3,50,248,US,1,-1,-1,S
2102,2,2,3,1,1,1,1,1,2,4,4,4,5,4,4,-1,1,1,1,3,5,3,3,1,1,3,3,4,3,5,4,4,3,2,3,1,1,1,3,2,3,3,2,1,2,1,3,2,2,80,162,US,0,-1,-1,S
2103,2,1,1,1,1,1,1,1,1,2,3,3,1,1,4,2,1,3,2,3,3,1,4,4,2,3,5,2,2,4,5,4,1,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,100,216,US,0,-1,-1,S
2104,2,2,2,4,2,4,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,3,4,1,1,1,1,1,4,2,5,4,4,3,4,1,5,4,5,4,5,5,4,4,90,106,US,0,-1,-1,C
2105,2,3,1,1,1,1,1,3,1,4,4,3,3,3,3,4,1,1,1,2,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,3,4,4,4,100,199,US,0,-1,-1,C
2107,2,2,4,2,2,2,3,3,4,4,5,4,4,4,5,4,4,1,1,5,2,3,3,4,4,3,4,3,3,3,2,2,3,2,3,3,2,2,3,2,2,1,3,2,2,2,2,2,2,95,296,US,1,-1,-1,I
2108,2,5,4,5,4,5,5,5,5,4,3,4,3,4,3,3,5,3,4,2,4,1,4,5,5,5,4,1,5,1,2,4,3,1,1,1,1,1,1,1,3,3,5,2,3,5,3,3,2,100,160,US,1,-1,-1,R
2109,2,4,4,3,4,3,4,3,2,5,4,4,4,5,4,5,4,4,5,4,4,4,4,2,4,1,2,3,2,2,2,4,3,1,1,2,1,1,1,1,4,3,4,4,3,4,4,1,2,95,262,US,1,-1,-1,I
2110,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,5,5,5,3,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,100,99,US,0,-1,-1,S
2111,2,5,3,1,5,3,5,5,3,5,5,5,3,5,3,5,1,3,5,3,3,1,5,3,3,3,5,5,1,1,5,5,1,1,3,3,1,5,5,1,3,3,5,5,5,5,5,1,5,90,450,US,0,-1,-1,C
2112,2,2,2,1,1,1,1,2,1,4,4,4,2,3,3,3,2,3,2,3,1,3,2,1,2,4,4,3,2,3,2,3,2,2,2,2,1,2,3,3,2,2,2,2,2,3,3,2,2,95,128,US,1,-1,-1,I
2114,2,3,1,1,2,1,1,1,-1,3,3,-1,2,1,2,2,5,3,3,-1,3,3,1,1,1,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,5,301,CA,0,-1,-1,I
2115,2,1,1,1,1,1,1,1,1,1,4,4,1,4,1,3,1,3,1,1,3,3,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5,4,1,1,100,5402,US,0,-1,-1,I
2116,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,4,1,3,2,4,1,3,1,2,3,4,1,2,1,3,1,3,2,2,3,2,3,3,3,3,3,3,100,270,US,1,-1,-1,C
2117,2,3,3,1,2,1,3,2,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,1,2,4,1,4,2,1,3,1,3,2,1,2,2,1,2,98,93,US,0,-1,-1,S
2119,2,4,2,4,2,2,2,2,2,5,4,4,5,4,5,4,2,2,2,2,2,3,3,4,2,4,4,5,3,5,5,3,3,2,2,2,2,4,2,2,2,2,3,2,2,4,2,2,2,75,191,US,0,-1,-1,I
2120,2,4,1,3,3,4,2,4,1,4,4,4,4,4,4,4,3,1,2,2,2,2,1,2,2,4,2,3,2,3,4,3,1,2,3,4,2,4,3,2,2,3,5,4,4,4,5,4,4,94,298,US,0,-1,-1,C
2121,2,1,1,1,2,1,2,1,1,4,3,3,3,3,3,3,3,4,5,3,5,5,5,3,3,3,4,4,2,5,3,4,4,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,90,212,US,0,-1,-1,A
2123,2,1,1,1,1,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,4,2,1,5,3,5,5,5,4,4,4,1,4,2,3,4,3,5,3,1,2,3,3,3,3,3,2,85,266,US,1,-1,-1,S
2124,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,3,3,4,1,4,5,1,2,4,3,4,1,4,2,1,2,2,1,1,1,4,2,1,75,94,US,0,-1,-1,S
2125,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,5,3,3,3,5,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,90,137,US,1,-1,-1,S
2126,2,4,5,4,3,2,3,2,3,3,4,4,4,4,3,3,3,1,4,1,3,4,1,4,2,4,3,1,4,3,3,4,1,3,2,4,1,4,2,2,4,1,2,2,1,1,3,2,1,100,146,US,0,-1,-1,I
2128,2,2,1,2,4,2,1,2,1,3,4,3,3,4,2,3,3,2,2,2,3,4,4,2,2,2,5,3,2,4,2,3,4,2,3,2,2,3,2,2,3,3,4,4,2,4,2,2,2,99,217,US,0,-1,-1,I
2129,2,4,4,1,3,2,3,3,4,4,4,2,3,2,3,2,2,2,4,1,5,5,4,2,3,4,3,5,4,4,3,3,3,3,2,2,2,2,3,2,2,3,3,2,4,5,4,2,2,100,116,US,0,-1,-1,S
2130,2,4,4,3,5,3,4,4,4,4,4,3,5,4,3,4,3,2,3,2,4,3,4,5,3,1,2,1,4,1,2,2,1,3,2,5,3,4,3,4,3,2,1,2,2,3,2,4,2,90,468,CA,0,-1,-1,R
2132,2,5,4,3,5,4,4,4,3,5,4,4,4,4,3,4,3,4,3,3,3,5,5,3,4,2,4,2,2,2,2,2,2,2,4,2,2,3,4,3,3,4,5,4,3,5,5,4,4,90,203,US,0,-1,-1,C
2133,2,1,2,1,1,2,1,1,1,5,4,4,5,4,3,3,3,1,2,2,3,1,1,3,2,2,4,5,5,5,5,4,4,2,3,2,2,1,3,1,3,1,2,1,2,1,1,1,1,100,176,AU,0,-1,-1,S
2134,2,3,2,2,1,2,2,1,2,4,4,4,4,4,3,3,3,4,3,4,3,4,3,3,3,5,4,2,4,3,4,4,4,3,2,3,2,4,2,4,4,1,1,2,1,2,1,2,2,85,169,US,1,-1,-1,S
2135,2,2,1,1,1,1,1,1,1,4,4,4,2,4,3,4,3,2,3,5,2,3,3,3,3,3,1,1,3,2,3,1,1,4,1,4,1,5,4,2,4,1,1,1,1,2,2,2,3,70,145,US,1,-1,-1,I
2136,2,2,1,1,1,1,2,3,1,3,1,2,1,1,3,2,2,1,1,1,1,3,2,1,1,2,2,1,1,3,4,4,3,1,1,2,1,3,3,3,2,4,3,4,3,4,5,4,4,100,147,CA,1,-1,-1,C
2138,2,3,1,1,1,1,1,1,1,3,1,1,3,2,5,3,1,1,1,3,1,1,3,1,3,5,3,5,5,3,5,5,4,1,3,3,5,1,3,1,3,1,3,1,3,1,3,1,1,50,153,US,0,-1,-1,S
2139,2,1,3,1,1,1,2,1,3,2,3,2,2,1,2,1,2,3,4,5,5,5,5,5,5,1,4,4,4,5,3,4,4,2,3,3,2,3,3,4,3,2,2,3,2,1,2,3,2,100,172,US,0,-1,-1,A
2140,2,3,1,2,3,3,3,3,3,3,4,4,3,4,3,3,2,1,1,3,1,1,1,1,3,4,5,1,2,1,1,2,1,1,2,1,1,4,2,1,1,1,3,3,4,5,5,3,3,70,176,US,0,-1,-1,C
2141,2,3,4,4,4,4,4,2,4,4,1,4,2,3,4,4,4,2,1,2,4,4,5,3,2,1,1,1,1,1,1,3,1,1,1,1,2,3,1,1,1,4,4,4,4,4,4,1,4,90,269,US,0,-1,-1,R
2142,2,3,2,2,1,2,2,2,2,3,2,2,1,4,2,2,2,2,2,2,2,2,4,2,2,4,2,1,4,2,1,2,2,2,1,4,2,2,2,2,2,4,2,2,4,4,2,4,4,60,142,US,0,-1,-1,C
2143,2,1,1,1,3,1,1,1,1,1,3,2,3,2,2,1,3,1,2,5,4,3,4,4,4,3,3,3,4,3,4,4,1,1,3,3,1,3,3,1,1,1,1,1,1,2,1,1,1,90,222,US,1,-1,-1,A
2144,2,3,3,1,1,2,3,2,2,5,5,5,4,4,5,4,2,4,5,2,2,3,5,2,2,4,5,5,3,5,3,4,4,1,3,2,3,3,2,2,4,2,2,2,2,1,3,2,2,100,216,US,1,-1,-1,I
2146,2,3,2,2,3,3,2,3,2,5,5,4,4,4,2,4,2,1,4,4,3,5,1,4,3,2,3,4,3,3,3,4,3,3,2,3,4,3,4,3,3,4,2,4,3,3,3,3,3,90,120,CA,1,-1,-1,I
2147,2,3,1,1,1,1,2,1,2,5,5,4,5,4,5,3,2,2,1,1,2,2,3,1,2,4,3,4,4,5,2,4,2,1,2,4,2,4,1,1,2,2,4,1,1,3,3,1,1,65,164,US,1,-1,-1,I
2150,2,3,2,1,3,1,3,2,2,4,4,1,4,3,1,1,2,1,1,3,3,1,4,2,1,2,1,3,2,4,3,4,2,3,1,4,3,2,1,1,1,3,3,4,4,3,2,3,3,45,259,US,1,-1,-1,C
2152,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,4,5,2,5,4,2,4,2,4,2,2,2,3,2,1,1,5,2,3,3,5,2,1,5,5,5,5,4,4,5,5,99,101,US,0,-1,-1,C
2154,2,3,3,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1,3,3,3,1,1,5,1,5,5,1,1,5,1,5,5,1,5,1,1,5,5,1,5,1,5,1,5,1,5,1,4,89,178,US,1,-1,-1,I
2155,2,1,1,1,2,2,1,1,1,2,2,2,3,2,3,2,2,2,3,3,3,3,4,4,4,3,2,2,4,4,4,4,3,2,4,3,4,2,4,3,2,3,1,2,2,3,2,2,2,90,282,US,0,-1,-1,A
2156,2,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,5,1,1,5,5,5,1,1,5,1,5,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,95,94,US,1,-1,-1,A
2157,2,3,1,2,3,1,1,3,1,2,5,5,2,1,5,3,1,5,5,4,5,5,5,4,1,5,5,5,3,-1,5,5,4,2,2,4,4,1,4,4,1,1,2,2,1,1,3,3,1,100,413,US,1,-1,-1,A
2158,2,2,1,1,1,1,2,2,1,3,3,2,1,1,1,1,1,1,4,1,3,5,5,5,5,4,4,4,4,3,3,4,4,4,4,4,5,2,4,4,2,2,2,2,2,1,3,3,2,80,365,US,0,-1,-1,S
2159,2,2,1,1,1,1,2,1,1,3,5,4,4,2,5,2,1,4,4,1,4,3,4,1,1,4,5,3,2,3,4,4,2,1,3,4,2,3,3,2,3,3,2,3,2,4,3,2,2,90,152,US,1,-1,-1,S
2160,2,3,3,4,5,3,5,4,4,5,2,3,4,4,4,4,3,2,3,2,5,4,3,5,2,3,3,5,5,5,2,3,3,3,3,2,2,4,1,2,4,2,3,2,2,3,4,2,2,100,201,US,0,-1,-1,R
2161,2,3,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,4,1,4,5,2,3,5,1,2,1,2,5,3,2,3,1,1,3,3,5,4,3,1,2,3,2,1,3,2,1,1,1,90,161,US,0,-1,-1,A
2166,2,2,2,1,1,1,1,2,1,4,5,4,5,4,5,4,5,3,4,3,3,3,3,4,4,5,5,5,4,5,5,5,5,1,1,2,4,5,2,1,5,1,3,1,1,1,2,1,2,78,157,US,1,-1,-1,S
2168,2,3,1,1,2,2,4,3,1,3,2,3,3,3,3,3,1,4,5,4,5,4,5,4,4,4,5,4,3,5,4,4,2,3,3,4,3,4,3,3,3,3,3,2,3,2,3,2,2,96,180,US,1,-1,-1,A
2169,2,3,3,3,4,2,3,3,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2,4,3,4,4,4,2,3,2,2,1,2,3,2,2,2,2,2,1,2,2,2,3,4,2,2,90,203,US,1,-1,-1,I
2170,2,2,1,1,1,1,1,2,1,4,5,4,4,4,4,4,4,3,3,4,4,5,4,4,4,4,4,5,4,5,5,4,2,1,2,3,2,3,2,4,4,1,2,1,1,2,2,2,1,85,136,US,0,-1,-1,I
2173,2,3,1,2,3,2,4,1,2,3,2,2,2,3,2,3,2,1,1,1,1,1,2,3,1,3,3,4,2,3,2,3,2,3,2,3,1,3,2,4,3,4,3,3,4,4,4,4,4,70,216,US,0,-1,-1,C
2175,2,3,5,1,1,5,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,1,1,1,4,1,1,1,1,1,1,1,3,4,1,4,1,4,1,1,1,1,1,1,1,1,100,168,US,0,-1,-1,E
2176,2,4,4,2,4,3,3,4,3,5,5,5,3,4,4,5,4,2,3,5,3,4,5,1,5,3,4,3,1,3,2,2,1,3,2,3,1,3,3,2,3,3,3,3,2,3,4,2,3,90,132,US,0,-1,-1,I
2177,2,1,1,1,1,1,2,1,1,5,4,3,1,1,3,1,4,1,4,1,3,3,3,1,1,5,3,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,127,US,1,-1,-1,S
2178,2,2,3,3,3,2,3,2,2,4,5,5,2,2,5,3,2,2,1,5,4,3,5,4,3,1,1,1,4,2,2,2,1,3,2,4,2,3,3,4,3,3,4,3,3,2,4,3,3,85,212,US,0,-1,-1,I
2179,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,3,3,1,2,3,1,5,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,269,US,0,-1,-1,A
2180,2,1,4,2,3,1,4,1,2,3,5,1,4,1,4,1,3,2,3,3,5,5,5,5,2,1,4,1,5,3,5,5,1,2,3,1,1,1,4,3,2,1,1,2,1,1,2,1,1,100,390,US,0,-1,-1,A
2181,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,80,165,US,0,-1,-1,A
2183,2,2,3,3,2,2,-1,1,2,3,4,4,2,2,2,1,2,4,5,1,4,4,2,5,3,5,5,5,5,5,5,5,2,3,2,2,2,2,2,3,4,2,2,2,2,2,1,2,2,80,147,AU,0,-1,-1,S
2184,2,1,1,3,1,1,1,1,1,1,3,3,1,3,3,1,1,1,1,1,1,3,1,3,1,3,3,3,3,3,1,1,1,3,1,3,1,3,1,3,1,3,1,1,1,1,3,3,1,90,186,IE,0,-1,-1,S
2185,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,4,1,1,1,5,3,1,2,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85,110,US,0,-1,-1,S
2186,2,1,2,1,1,1,1,3,2,1,1,1,4,1,2,2,2,1,4,3,2,3,3,2,4,4,4,3,4,4,4,2,3,2,4,2,4,4,4,2,4,4,2,2,4,2,4,2,3,100,357,US,0,-1,-1,S
2189,2,1,1,1,1,1,1,1,1,5,5,5,3,4,5,3,3,1,3,3,1,1,1,4,3,3,3,4,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1,1,100,121,US,0,-1,-1,I
2190,2,2,3,3,3,3,2,2,2,5,4,4,5,4,2,3,4,1,2,2,4,5,1,2,4,5,1,3,4,4,3,3,2,5,5,5,2,5,3,5,5,4,4,5,4,5,5,4,4,80,263,FI,1,-1,-1,E
2191,2,1,1,1,1,2,2,4,1,4,3,2,1,2,2,3,1,1,3,1,1,2,1,2,1,5,4,5,2,2,1,1,1,1,3,4,3,5,4,3,5,4,4,4,4,4,5,5,5,75,147,US,1,-1,-1,C
2195,2,1,5,1,3,1,5,1,5,3,5,5,3,5,5,5,5,3,2,3,5,5,5,5,4,2,4,3,4,4,4,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,90,156,US,1,-1,-1,I
2196,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,4,3,4,2,3,2,3,4,3,5,3,2,3,1,2,1,2,2,2,1,3,90,166,US,0,-1,-1,S
2198,2,3,3,1,3,1,2,3,2,4,2,1,1,1,4,2,2,1,3,3,1,4,4,1,4,5,4,1,1,2,4,5,3,2,2,4,1,4,2,5,4,1,2,2,4,2,4,5,3,89,337,US,1,-1,-1,S
2199,2,3,1,3,2,2,2,2,1,5,5,4,5,4,3,4,1,1,1,2,2,2,3,5,1,4,2,5,3,5,1,3,2,3,2,3,1,4,3,3,1,2,3,3,3,2,4,2,3,100,255,US,0,-1,-1,I
2200,2,2,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,5,1,3,3,3,5,2,4,4,1,3,1,4,2,4,1,1,1,3,2,3,1,2,3,4,2,75,197,US,1,-1,-1,I
2201,2,2,1,1,2,1,1,2,1,3,3,3,3,3,1,3,1,2,1,2,1,3,1,1,1,3,4,3,1,3,2,3,2,2,3,3,1,5,2,3,2,3,2,2,3,4,3,2,3,80,178,CA,0,-1,-1,C
2202,2,1,1,3,1,1,3,2,2,1,4,4,1,3,4,3,3,1,1,1,1,4,2,3,2,4,1,1,1,3,2,3,2,1,1,1,1,3,2,3,2,1,1,1,1,3,2,2,1,90,122,US,1,-1,-1,I
2203,2,3,5,2,4,4,4,4,5,5,3,3,3,4,3,4,4,1,1,1,1,1,1,3,4,4,5,4,2,4,2,2,2,3,4,5,2,5,4,5,3,5,4,5,5,5,5,3,5,80,172,US,1,-1,-1,C
2204,2,1,1,1,1,1,1,1,1,5,3,2,3,2,4,2,2,2,5,-1,3,4,4,5,4,4,5,3,2,3,3,3,3,3,3,4,3,3,4,2,3,3,3,2,3,2,3,2,2,90,171,US,0,-1,-1,A
2205,2,1,4,3,3,1,5,2,4,5,3,4,3,3,3,3,3,1,1,1,1,1,2,1,1,1,3,1,5,3,3,4,5,1,1,3,3,3,3,1,3,3,4,4,3,3,4,3,3,90,170,US,1,-1,-1,I
2206,2,3,1,1,1,1,1,3,3,4,4,1,2,1,1,2,2,1,5,1,3,4,3,1,3,5,5,5,1,5,5,4,4,1,3,4,1,4,5,3,3,4,3,4,4,3,4,2,4,100,215,US,1,-1,-1,S
2207,2,3,2,1,2,1,2,4,1,3,3,4,4,4,2,4,3,2,1,3,2,4,2,2,3,4,4,3,4,5,4,5,4,1,1,4,3,4,4,2,3,1,2,3,4,3,3,3,3,80,393,US,1,-1,-1,S
2208,2,1,1,1,3,1,3,1,1,2,3,4,2,2,4,2,4,1,2,2,2,1,3,1,3,4,5,4,2,5,2,4,4,1,3,2,1,1,1,2,1,1,3,3,1,3,3,3,1,88,276,US,0,-1,-1,S
2210,2,3,1,4,3,1,2,1,3,3,5,4,5,5,5,4,5,3,5,3,5,5,5,5,3,5,4,2,4,5,4,5,2,1,4,2,1,4,1,4,2,1,1,1,1,1,1,1,1,100,200,US,0,-1,-1,I
2211,2,3,1,2,5,2,2,2,2,2,3,2,3,1,2,3,2,3,5,5,5,2,5,4,3,3,5,4,2,2,5,2,2,5,5,5,2,5,5,2,5,5,5,5,3,3,5,4,5,70,716,US,0,-1,-1,C
2212,2,2,1,3,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,-1,2,2,2,1,-1,3,1,3,1,3,2,2,2,3,2,3,1,2,3,1,2,2,2,1,2,80,41,US,1,-1,-1,E
2213,2,3,3,2,2,1,3,4,4,2,4,4,3,4,5,4,4,1,1,5,2,1,2,3,4,4,5,4,3,3,4,1,2,2,3,4,3,4,3,5,2,2,3,3,2,5,4,3,2,80,444,US,1,-1,-1,I
2214,2,1,2,1,1,1,1,1,1,3,5,5,4,4,5,4,4,1,2,1,4,3,3,2,2,1,3,2,1,2,1,2,2,1,3,1,1,1,1,1,1,3,3,1,3,1,3,1,1,100,140,US,0,-1,-1,I
2216,2,3,3,1,1,1,2,2,2,3,4,1,2,2,3,2,2,4,4,2,2,2,5,5,3,2,4,3,4,2,3,5,4,2,3,4,1,2,4,3,3,3,3,3,2,1,4,1,1,75,439,US,1,-1,-1,A
2217,2,3,4,2,3,1,4,1,2,4,5,4,3,3,3,3,4,3,4,5,4,3,5,4,5,5,4,4,3,5,4,4,3,3,4,3,4,4,5,4,3,4,4,3,3,4,3,4,3,80,162,US,0,-1,-1,A
2218,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5,5,3,5,4,4,5,4,2,2,2,1,1,1,1,5,2,2,2,1,1,1,1,99,114,US,1,-1,-1,S
2219,2,2,3,1,3,3,3,3,3,1,3,2,1,1,3,1,2,5,3,4,5,3,5,5,3,4,1,1,4,3,3,3,1,4,2,4,3,4,4,3,4,3,3,3,3,2,3,3,3,85,172,US,1,-1,-1,A
2220,2,4,3,1,3,2,3,2,3,5,4,4,4,4,4,4,4,1,4,4,1,3,3,4,4,5,4,4,3,5,3,3,4,1,1,2,1,1,1,1,1,4,1,3,3,4,2,1,2,90,138,US,1,-1,-1,I
2221,2,2,3,2,2,1,3,1,3,4,4,3,4,3,3,3,4,1,4,3,4,4,4,4,3,3,4,4,2,3,3,4,1,3,1,3,3,4,1,4,1,1,3,3,1,3,1,2,1,75,199,US,0,-1,-1,I
2222,2,4,1,4,1,1,1,1,1,4,5,4,3,4,4,1,5,1,4,5,2,4,3,1,4,4,5,5,4,5,5,5,3,2,2,4,3,4,3,2,5,1,3,1,1,1,3,3,2,80,760,US,0,-1,-1,S
2223,2,2,1,1,1,1,1,1,1,4,5,4,3,4,4,3,2,3,5,4,4,5,5,2,4,5,3,2,4,2,4,5,3,1,2,4,2,4,3,1,4,4,1,2,3,3,4,3,2,85,244,US,0,-1,-1,A
2224,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,80,256,US,1,-1,-1,A
2225,2,3,2,1,3,1,2,1,3,4,4,4,4,4,4,4,2,4,2,4,2,4,5,2,2,4,5,5,4,5,5,5,3,2,1,5,3,5,2,2,2,3,1,3,3,4,3,3,3,80,133,US,1,-1,-1,S
2227,2,3,2,2,2,2,2,2,2,4,3,3,4,4,3,4,2,2,4,4,4,5,-1,2,3,4,3,2,5,4,2,4,2,2,2,2,2,2,2,2,4,2,2,2,4,4,3,2,3,80,224,KR,1,-1,-1,I
2229,2,4,1,1,2,1,1,2,3,2,2,2,1,1,2,1,1,3,1,5,5,2,5,5,2,3,2,3,4,2,3,2,2,4,3,2,2,2,3,2,4,1,4,2,2,2,3,1,2,80,368,US,0,-1,-1,A
2230,2,3,3,3,3,3,3,4,3,5,3,3,4,3,3,3,4,4,4,3,4,3,4,4,3,3,2,1,3,2,4,3,3,3,2,3,3,4,3,3,3,2,2,3,2,4,3,3,3,80,206,US,0,-1,-1,A
2231,2,5,1,2,1,1,2,1,1,4,4,4,3,4,4,4,5,3,4,5,4,5,4,4,4,3,5,3,4,3,3,5,1,1,1,2,2,1,1,1,4,1,2,1,1,3,3,1,1,100,92,AU,0,-1,-1,A
2233,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,5,1,5,3,4,5,1,4,4,2,3,3,1,3,1,1,1,3,1,1,1,1,90,406,US,0,-1,-1,S
